,omni_id,artwork_name,artist_full_name,artist_first_name,artist_last_name,date,century,source_url,image_url,general_type,genre,school,palette_families,palette,geocoded,media,style,location,tag,dominant_color,dominant_color_family,description,dbp_name,dbp_birthplace,dbp_lat,dbp_long
194,9028167,chest of drawers,john dunlap,john,dunlap,1780,18,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=311&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/0db13509-3576-4a3a-a57a-cbf83b69017e/full/6000,/0/default.jpg",furniture,american art,united states,Whites Grays Reds,"[u'#f3f3f3', u'#ebebeb', u'#dfdfdf', u'#dadbdb', u'#9e7f66', u'#9e693f', u'#f1f0f0', u'#e5e6e6', u'#e3e2e1', u'#c2bcb8', u'#95582d', u'#7b401f']",f,"maple, faux finish, pine",folk art,gallery 167,"furniture, furniture, maple, faux finish, pine, folk art",#95582d,Reds,"<p>working in a series of small towns in south-central new hampshire, brothers john and samuel dunlap became two of the most important early cabinetmakers in the state. with a conservatism typical of rural areas, they and their patrons continued to favor chippendale features in furniture design long after their urban contemporaries had turned to the new federal mode. the dunlaps combined these chippendale elements with their own distinctive forms, developing an individual furniture style. compared to more urban examples from portsmouth or boston, dunlap pieces like this chest tend to be large, with sharply angled legs, slender ankles, and truncated ball-and-claw feet. this chest also features the dunlaps characteristic painted wood grain, which they used to create the illusion of more exotic wood, such as mahogany.</p>",John Dunlap Stevenson,"Staunton, Virginia",38.1495947,-79.072557
204,9038914,relief,charles green shaw,charles,green shaw,1937,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=423&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/9ca07d60-a35d-9034-6d50-b5c1eb40f1d0/full/6000,/0/default.jpg",relief,american art,united states,Whites Grays,"[u'#dddddd', u'#56617d', u'#555b74', u'#4f5975', u'#4b495d', u'#4a5774', u'#b2b4bc', u'#88828d', u'#6a6a7b', u'#68728c', u'#5d6680', u'#2f3647']",f,"wood (plant material), paint",surrealism,gallery 262,"modernism, surrealism, wood (plant material), painting, paint, relief",#4a5774,Grays,"<p><em>relief</em> exemplifies charles green shaws conviction that a work of art did not require a subject to evoke an aesthetic response. composed of a cascading arrangement of biomorphic forms, this striking wood construction conveys the compositional balance and rhythm that shaw, an early member of the american abstract artists group, sought in his nonobjective works. equally important, <em>relief</em> is neither a painting nor a sculpture, but rather a hybrid of the two. the wood pieces enter the viewers space even as the work remains attached to the wall, the traditional realm of painting. <em>relief</em> can therefore be seen as part of the ongoing modernist endeavor to challenge the two-dimensionality of the picture plane.</p>",Charles Green Shaw,New York City,40.7308619,-73.9871558
205,9038984,the puritan,augustus saint-gaudens,augustus,saint-gaudens,1883,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=423&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/aa38763c-954b-e193-58a9-6e9d05c819e9/full/6000,/0/default.jpg",sculpture,american art,united states,Whites Grays Blacks,"[u'#dad9d5', u'#b9b9b6', u'#a3a39d', u'#747563', u'#2e332b', u'#f8f8f6', u'#f0f0ed', u'#e8e8e4', u'#cececb', u'#909082', u'#5d5e4e', u'#4a5246']",f,bronze,realism,gallery 161,"people, realism, bronze, sculpture, bronze, portraits",#747563,Grays,"<p>this sculpture is a reduced version of a monument created by augustus saint-gaudens for the town of springfield, massachusetts, in honor of deacon samuel chapin, one of the town's early settlers. striding purposefully forward, with a knotty walking stick in one hand and his bible in the other, the figure embodies the perseverance, resilience, and stern morality that late-19th-century americans admired in their colonial forebears. appealing to the periods colonial revival sensibility, the statue proved immensely popular, and saint-gaudens consequently created a smaller, generalized version to sell in multiples, which he entitled simply <em>the puritan</em>.</p>",Charles Green Shaw,New York City,40.7308619,-73.9871558
206,9038995,extemporaneous,helen torr,helen,torr,1927,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=423&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/da5574e6-cccf-23a2-54bc-d71f29ce03f5/full/6000,/0/default.jpg",painting,american art,united states,Whites Grays,"[u'#d7d9c9', u'#d0cfc3', u'#afb5b2', u'#a6a7a5', u'#d3d4c6', u'#c8ccc3', u'#c3c4bc', u'#b9beb7', u'#9a9e9f', u'#848a8d', u'#7c6a71', u'#55545a']",f,"oil paint (paint), metal, wood (plant material)",modernism,gallery 265,"oil paint (paint), modernism, metal, wood (plant material), painting",#7c6a71,Grays,"<p>helen torr and her husband, the painter arthur dove, enjoyed a richly artistic and supportive marriage as they both experimented with modernist art-making techniques. <em>extemporaneous</em> is one of the most unusual works of torrs career, and it is striking for its irregular play of narrow bands of silvery gray, which exuberantly thrust into the corners of the composition. when torr made <em>extemporaneous</em>,she and her husband lived aboard a sailboat, and some part of its structure might well have informed this work. certain elements recall shaped metal fittings, complete with small round circles that are reminiscent of rivets or nails. but the artist deliberately abstracted any recognizable motifs, leaving an eloquent exploration of pure form and color.</p>",Helen Torr,"Roxbury, Pennsylvania",40.3011857,-78.9241919
209,9040830,conversation in studio,milton avery,milton,avery,1943,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=442&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/5c337000-789f-2be1-237b-7e464a68ef4f/full/6000,/0/default.jpg",oil on canvas,american art,united states,Reds Grays Blacks,"[u'#956f5a', u'#8c5949', u'#826d60', u'#5b4b4a', u'#2c2d31', u'#25252a', u'#b8ae96', u'#a38668', u'#a28c75', u'#89847f', u'#683026', u'#656c77']",f,"oil paint (paint), canvas",modernism,gallery 262,"oil paint (paint), people, modernism, oil on canvas, canvas, portraits, painting",#8c5949,Reds,"<p>milton avery was an american artist known for his study and usage of color, often referred to as a precursor to color field painters. his work frequently bridged the gap between realist and abstract art. the four figures in <em>conversation in the studio</em> have not been identified; however, meetings like these were a common occurrence in both averys new york apartment and art studio. american artists such as mark rothko and adolph gottlieb among others would often stop by to see and discuss averys work, while avery in turn would sketch the gatherings and conversations taking place around him. the artist himself addressed this tendency, asking why talk when you can paint? the flat color fields and textured application of thin paint layers give shape and structure to the elegantly dressed figures and their surroundings. by the 1940s, avery was increasingly using a nonnaturalistic palette to create mood in his paintings, as the bright-blu",Milton Avery,"Altmar, New York",43.51007,-76.002142
210,9040837,"branch of the seine near giverny (mist), from the series ""mornings on the seine""",claude monet,claude,monet,1897,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=442&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/e5704849-5f2d-1305-6dc8-3c440b291c5f/full/6000,/0/default.jpg",painting,european painting and sculpture,france,Whites Grays Blues,"[u'#ddd7d6', u'#adb1cb', u'#92919e', u'#7e8599', u'#7c7f90', u'#717384', u'#c9c6d3', u'#b5bad3', u'#aba6b2', u'#99a0b3', u'#8d8896', u'#808ca1']",f,oil paint (paint),impressionism,gallery 243,"weather/seasons, landscapes, oil paint (paint), water, impressionism, painting, european painting",#7c7f90,Grays,"<p>claude monet painted the 18 works in his mornings on the seine series from a flat-bottomed boat anchored to the riverbank where the epte river flows into the seine. there, as the light changed from dawn to day, he worked on one canvas after another. to keep them in order, he numbered them, placed them in grooves built into the boat, and had the gardener whom he enlisted as his assistant hand them to him.</p>",Claude Monet,Paris,48.8566101,2.3514992
211,9040847,the artist's house at argenteuil,claude monet,claude,monet,1873,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=442&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/d0e167d3-67a7-5e6c-31e3-86b5f28c794c/full/6000,/0/default.jpg",oil on canvas,european painting and sculpture,france,Grays Cyans,"[u'#9b9d91', u'#938f86', u'#6b7559', u'#5f634c', u'#5e5546', u'#577154', u'#3f4f3d', u'#abbab6', u'#93a8ae', u'#7b7865', u'#729cb8', u'#718c86']",f,oil paint (paint),impressionism,gallery 201,"weather/seasons, leisure, landscapes, oil paint (paint), domestic scenes, oil on canvas, families, impressionism, children, painting, world's fairs, european painting, chicago world's fairs, century of progress",#729cb8,Cyans,"<p>claude monet and his family lived at argenteuil, outside paris, from 1871 to 1878. here he depicted his five- or six-year-old son, jean, playing with a hoop and his wife, camille, standing in the doorway of their vine-covered house. the pleasant weather and neatly kept garden, a forerunner of the artists celebrated garden at giverny, give a sense of tranquility and well-being to this painting. this was a period of financial security for monet thanks to recent sales of his work to the paris art dealer paul durand-ruel.</p>",Claude Monet,Paris,48.8566101,2.3514992
212,9040853,vtheuil,claude monet,claude,monet,1901,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=442&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/1dfb78ce-f3ba-1c7b-622f-2fb536973e3d/full/6000,/0/default.jpg",painting,european painting and sculpture,france,Grays,"[u'#a9b1ac', u'#a89f9c', u'#958d86', u'#909390', u'#8d7d62', u'#cabead', u'#beac9b', u'#b7a08e', u'#a5a89e', u'#9b949b', u'#969e91', u'#a99587']",f,oil paint (paint),impressionism,gallery 243,"weather/seasons, landscapes, oil paint (paint), water, impressionism, painting, world's fairs, modern and contemporary art, chicago world's fairs, century of progress",#9b949b,Grays,"<p>claude monets series of 15 canvases depicting the village of vtheuil, 7 miles from his home in giverny, dates from july 1901. during that summer, the artist and his family rented a small riverside house in lavacourt, across the seine river from vtheuil, to escape the heat. the <em>vtheuil</em> series shows the view across the river from monets balcony at various times of day. this painting depicts midday, and the one at right represents sunset. as he did for numerous works, beginning with the canvases for the series <em>mornings on the seine</em>, he used a nearly square canvas, so that the decorative effect takes precedence over the details of the scene itself.</p>",Claude Monet,Paris,48.8566101,2.3514992
213,9040855,"charing cross bridge, london",claude monet,claude,monet,1901,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=443&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/6104e629-06c4-b3af-0c52-de2313b3b96f/full/6000,/0/default.jpg",painting,european painting and sculpture,france,Grays Yellows,"[u'#c0c1a0', u'#a5b2a1', u'#a7a79e', u'#95aba1', u'#92a19a', u'#c7caa0', u'#beba9c', u'#b4b8a1', u'#aeaea1', u'#a9bca7', u'#a6b6a3', u'#a5ae9f']",f,oil paint (paint),impressionism,gallery 243,"weather/seasons, landscapes, oil paint (paint), water, urban life, impressionism, painting, world's fairs, modern and contemporary art, chicago world's fairs, century of progress",#95aba1,Grays,"<p>beginning in september 1899, claude monet made almost one hundred paintings of the river thames in london. these works show only three different viewscharing cross bridge and waterloo bridge, both painted from the savoy hotel; and the houses of parliament, painted from saint thomass hospital. in the smoggy, industrial city, monet challenged himself to capture effects of light seen through a dense atmospheric screen. beyond the rectilinear skeleton of charing cross bridgereminiscent of bridges in japanese prints, which the artist collectedrises the ghostlike silhouette of the houses of parliament.</p>",Claude Monet,Paris,48.8566101,2.3514992
214,9040866,"stacks of wheat (sunset, snow effect)",claude monet,claude,monet,1890,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=443&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/775af3c6-22dc-4dd7-6eb1-ac9ee27999e3/full/6000,/0/default.jpg",oil on canvas,european painting and sculpture,france,Reds Grays,"[u'#c07b63', u'#ac9594', u'#a88d8b', u'#9f7f81', u'#888da8', u'#837f93', u'#af9ea5', u'#8a94b3', u'#8588a1', u'#757a93', u'#65769b', u'#615a67']",f,oil paint (paint),impressionism,gallery 243,"weather/seasons, landscapes, oil paint (paint), oil on canvas, impressionism, painting, european painting, seasons",#c07b63,Reds,"<p>the monumental stacks that claude monet depicted in his series <em>stacks of wheat</em> rose fifteen to twenty feet and stood just outside the artists farmhouse at giverny. through 1890 and 1891, he worked on this series both in the field, painting simultaneously at several easels, and in the studio, refining pictorial harmonies. in may 1891, monet hung fifteen of these canvases next to each other in one small room in the galerie durand-ruel in paris. an unprecedented critical and financial success, the exhibition marked a breakthrough in monets career, as well as in the history of french art. in this view, and in nearly all of the autumn views in the series, the conical tops of the stacks break the horizon and push into the sky. but in most of the winter views, which constitute the core of the series, the stacks seem wrapped by bands of hill and field, as if bedded down for the season. for monet, the stack was a resonant symbol of susten",Claude Monet,Paris,48.8566101,2.3514992
215,9040871,bordighera,claude monet,claude,monet,1884,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=443&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/448ea344-4996-d91c-c597-463ff9a31359/full/6000,/0/default.jpg",painting,european painting and sculpture,france,Grays Yellows Blacks,"[u'#869b83', u'#657355', u'#536f5f', u'#263f3c', u'#1f2725', u'#535b34', u'#758868', u'#92b2aa', u'#757658', u'#555c5f', u'#3e423b', u'#385656']",f,oil paint (paint),impressionism,gallery 240,"weather/seasons, landscapes, oil paint (paint), water, impressionism, painting, world's fairs, european painting, chicago world's fairs, century of progress",#535b34,Yellows,"<p>early in 1884, claude monet traveled to bordighera, a town on the italian riviera, close to the border between italy and france, for a working visit of three weeks that turned into nearly three months. in a letter to the sculptor <a href=""https://www.artic.edu/artists/36418"">auguste rodin</a> describing his efforts to translate into paint the brilliant mediterranean light, monet declared he was &quot;fencing, wrestling, with the sun.&quot; in other letters, he complained of the impossibility of finding a motif due to the abundant vegetation. in this sun-drenched composition painted from a hilltop vantage point, the sea is barely visible through the interlaced trunks of local pine trees.</p>",Claude Monet,Paris,48.8566101,2.3514992
216,9040880,water lily pond,claude monet,claude,monet,1900,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=443&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/5c98540c-62ed-f05c-9e78-89e2a4ded51c/full/6000,/0/default.jpg",painting,european painting and sculpture,france,Grays,"[u'#a3b19b', u'#8d8d75', u'#706b5a', u'#54433c', u'#525347', u'#454d41', u'#3e3933', u'#659c8c', u'#65544a', u'#62826e', u'#4b6857', u'#344e40']",f,oil paint (paint),impressionism,gallery 243,"weather/seasons, landscapes, oil paint (paint), water, impressionism, painting, modern and contemporary art",#3e3933,Grays,"<p>in 1893, three years after buying property at giverny, claude monet began transforming the marshy ground behind his home into a pond, on the narrow end of which he built a japanese-style wood bridge. adding both exotic and domestic plantings, including his famous water lilies, the artist created the garden that would be one of his principal subjects for the rest of his life. water lily pond was among the 18 similar versions of the motif that he made in 18991900; their common theme was the mingling of the lilies with reflections of other vegetation on the pools surface.</p>",Claude Monet,Paris,48.8566101,2.3514992
217,9040899,"rocks at port-goulphar, belle-le",claude monet,claude,monet,1886,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=443&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/0f44a885-8d24-e651-d3b0-fb00e9a30d69/full/6000,/0/default.jpg",painting,european painting and sculpture,france,Grays Blacks Cyans,"[u'#42363d', u'#a7b7c4', u'#99a7b6', u'#7a8b99', u'#716f73', u'#566b77', u'#52474b', u'#314952', u'#292f38', u'#babcc3', u'#58545a', u'#424a55']",f,oil paint (paint),impressionism,gallery 240,"weather/seasons, landscapes, oil paint (paint), water, impressionism, painting, european painting",#42363d,Grays,"<p>belle-ile, a small island off the southern shore of brittany, was known for its dramatic cliffs, rock formations, and grottoes. as he often did, claude monet misjudged the time he would need to explore and capture the beauty of the place, which he variously called lugubrious, terrifying, and very beautiful. he came for two weeks and stayed for more than two months. this canvas is one of a group depicting the frieze of rock formations known as port-goulphar.</p>",Claude Monet,Paris,48.8566101,2.3514992
218,9045721,woman in front of a still life by czanne,paul gauguin,paul,gauguin,1890,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=496&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/c12ad393-e895-2cfc-b457-0bab804e1b56/full/6000,/0/default.jpg",painting,european painting and sculpture,france,Grays Blacks Cyans,"[u'#89676d', u'#7a8376', u'#696163', u'#594f53', u'#435f61', u'#304547', u'#bbc0b3', u'#8ea69c', u'#434d54', u'#454045', u'#263235', u'#234448']",f,oil paint (paint),post-impressionism,gallery 247,"oil paint (paint), post-impressionism, portraits, women, painting, world's fairs, european painting, chicago world's fairs, century of progress",#263235,Blacks,"<p>in this work, an unidentified woman sits in front of <a href=""https://www.artic.edu/artists/40482"">paul czannes</a> 187980 <em>still life with fruit dish</em>, now at the museum of modern art, new york. the painting was part of paul gauguins own collection, and here he proprietarily signed his name over its white frame. of the five or six czannes that he acquired while still a banker, this was the one he claimed he would never part with, except in a case of direst necessity. (he would eventually sell it to pay for medical treatment in tahiti.) although the version in this painting is nearly to scale with the original, it is more a translation than a copy, with rhythmical arabesques that are characteristic of gauguins painting style rather than czannes.</p>",Paul Gauguin,Paris,48.8566101,2.3514992
219,9046042,"terrace and observation deck at the moulin de blute-fin, montmartre",vincent van gogh,vincent,van gogh,1887,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=499&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/12e94d58-945b-cda4-116e-23a6618ab5c3/full/6000,/0/default.jpg",oil on canvas,european painting and sculpture,netherlands,Whites Grays,"[u'#cdd5dd', u'#c1cbd5', u'#b2bbc7', u'#abb9c6', u'#9da7af', u'#96999b', u'#808d92', u'#647376', u'#5d5d5a', u'#b7c4d0', u'#a5b2bf', u'#7a766d']",f,oil paint (paint),post-impressionism,gallery 241,"weather/seasons, leisure, landscapes, oil paint (paint), post-impressionism, oil on canvas, painting, world's fairs, european painting, chicago world's fairs, century of progress",#b7c4d0,Grays,"<p>this painting dates from the winter of 1887, roughly a year after vincent van gogh arrived in paris to join his brother, the art dealer theo van gogh. it is one of a group of landscapes featuring the butte montmartre, a short climb from the apartment on the rue lepic where vincent and theo lived. montmartre was dotted with reminders of its quickly receding rural pastabandoned quarries, kitchen gardens, and three surviving windmills, including the moulin de blute-fin. the nonfunctional mill had become a tourist attraction, affording spectacular panoramic views over paris from the observation tower erected beside it.</p>",Vincent van Gogh,Zundert,51.4702197,4.6610472
220,9046192,"les andelys, cte d'aval",paul signac,paul,signac,1886,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=501&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/673522ca-91fd-b856-5ebf-b828c5136ffe/full/6000,/0/default.jpg",oil on canvas,european painting and sculpture,france,Whites Grays Yellows,"[u'#e9ddc1', u'#e2cfaa', u'#bbb19a', u'#b39d79', u'#767962', u'#e8eadd', u'#dbe6e1', u'#d1dedb', u'#c1c6bb', u'#96805b', u'#91a0a3', u'#534c33']",f,oil paint (paint),post-impressionism,gallery 240,"weather/seasons, landscapes, oil paint (paint), post-impressionism, oil on canvas, water, painting, european painting",#e2cfaa,Yellows,"<p>this view of the harbor of les andelys, a village on the seine river near giverny, is part of a series of 10 works that paul signac made in the summer and early fall of 1886. it was the first series he painted using the all-over dots and dashes of strong color that were the hallmark of the neo-impressionist group centered around his friend georges seurat.</p>",Paul Signac,Paris,48.8566101,2.3514992
222,9000501,portrait of pablo picasso,juan gris,juan,gris,1912,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=6&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/4e250daf-853b-7cfe-e248-c19f0cc4ca4a/full/6000,/0/default.jpg",oil on canvas,modern art,spain,Grays,"[u'#958781', u'#847f7f', u'#504f54', u'#4e6171', u'#3d393c', u'#b8babb', u'#a5a8ab', u'#a29a97', u'#8998a4', u'#76665f', u'#6c7a86', u'#69605f']",f,"oil paint (paint), canvas",cubism,gallery 391,"oil paint (paint), oil on canvas, men, canvas, portraits, painting, oil painting, modern and contemporary art, cubism, painting (image making)",#504f54,Grays,"<p>in 1906 juan gris traveled to paris, where he met <a href=""https://www.artic.edu/artists/36198"">pablo picasso</a> and <a href=""https://www.artic.edu/artists/33739"">georges braque</a> and participated in the development of cubism. just six years later, gris too was known as a cubist and identified by at least one critic as &quot;picassos disciple.&quot; griss style draws upon analytic cubismwith its deconstruction and simultaneous viewpoint of objectsbut is distinguished by a more systematic geometry and crystalline structure. here he fractured his sitters head, neck, and torso into various planes and simple, geometric shapes but organized them within a regulated, compositional structure of diagonals. the artist further ordered the composition of this portrait by limiting his palette to cool blue, brown, and gray tones that, in juxtaposition, appear luminous and produce a gentle undulating rhythm across the surface of the painting.<br>gris",Juan Gris,Barcelona,41.3828939,2.1774322
223,9001458,"fishing in spring, the pont de clichy (asnires)",vincent van gogh,vincent,van gogh,1887,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=16&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/e531f294-031d-5a0d-814a-8383ceae36f7/full/6000,/0/default.jpg",oil on canvas,european painting and sculpture,netherlands,Grays,"[u'#b7bfb6', u'#a2ada3', u'#9ba190', u'#8d9d8e', u'#8c9188', u'#797b50', u'#797d73', u'#8b8e5d', u'#7c8a71', u'#705c47', u'#677663', u'#47564d']",f,oil paint (paint),impressionism,gallery 241,"weather/seasons, leisure, landscapes, oil paint (paint), oil on canvas, water, impressionism, transportation, painting, european painting",#677663,Grays,"<p>in technique, <em>fishing in spring</em> is a testament to vincent van goghs friendship with <a href=""https://www.artic.edu/artists/36695"">paul signac</a>. van gogh had seen works by signac and <a href=""https://www.artic.edu/artists/40810"">georges seurat</a> in the spring of 1886 at the final impressionist exhibition. signac was an eloquent spokesman for seurats pioneering neo-impressionism, explaining it as a natural development of impressionism. under signacs influence, van goghs palette brightened, his brushstrokes became more varied, and his subject matter expanded. the setting of this work is the seine river at the pont de clichy, near asnires, where van gogh and signac painted together on several occasions.</p>",Vincent van Gogh,Zundert,51.4702197,4.6610472
224,9001468,self-portrait,vincent van gogh,vincent,van gogh,1887,19,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=16&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/d650ba2f-db7d-8450-ca2a-b7f0806ef9b9/full/6000,/0/default.jpg",oil on board,european painting and sculpture,netherlands,Grays Yellows Blacks Cyans,"[u'#9e7d67', u'#624f46', u'#442b2c', u'#3f3d3e', u'#284d4e', u'#23272d', u'#153d41', u'#cdae89', u'#836250', u'#5f3e3a', u'#445e58', u'#2a3c41']",f,oil paint (paint),post-impressionism,gallery 241,"oil paint (paint), post-impressionism, men, emotions, oil on board, portraits, painting, oil painting, european painting, painting (image making), suits, beards",#23272d,Blacks,"<p>in 1886 vincent van gogh left his native holland and settled in paris, where his beloved brother theo was a dealer in paintings. van gogh created at least twenty-four self-portraits during his two-year stay in the energetic french capital. this early example is modest in size and was painted on prepared artists board rather than canvas. its densely dabbed brushwork, which became a hallmark of van goghs style, reects the artists response to georges seurats revolutionary pointillist technique in <em>a sunday on la grande jatte1884</em>. but what was for seurat a method based on the cool objectivity of science became in van goghs hands an intense emotional language. the surface of the painting dances with particles of colorintense greens, blues, reds, and oranges. dominating this dazzling array of staccato dots and dashes are the artists deep green eyes and the intensity of their gaze. i prefer painting peoples eyes to cathedrals, van gogh o",Vincent van Gogh,Zundert,51.4702197,4.6610472
225,9002113,spindle cube chair,frank lloyd wright,frank,lloyd wright,1902,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=23&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/0934f726-f205-724b-dbd3-3ac261ad5219/full/6000,/0/default.jpg",chair,american art,united states,Whites Reds Blacks Grays,"[u'#fdfdfd', u'#fbfbfb', u'#f7f5f5', u'#784f38', u'#4b2711', u'#fefefe', u'#fcfcfb', u'#fafafa', u'#f8f8f8', u'#f7fcfd', u'#eae6e5', u'#977663']",f,"poplar (wood), leather",20th century,gallery 179,"woodworking, chair, furniture, chicago, poplar (wood), 20th century, leather, chairs",#784f38,Reds,"<p>this elegant spindle cube chair is an early example from frank lloyd wrights home and studio. in 1889 wright built a house for his young family on forest avenue in oak park, a new suburb just west of chicago; ten years later, he opened an attached studio and designed it and the homes interior in accordance with his philosophy of simplicity and integrity of materials. among his furniture experiments were heavy, solid cube chairs. by the first decade of the twentieth century, wright had refined his early design into that of this chair, adding spindles, a subtly tapering crest rail, and gently curving leg ends to produce an effect that is equal parts sophistication and simplicity. the spindles themselves were a legacy of william morrisinspired ladder-back dining chairs, as well as the arts and crafts approach of contrasting positive and negative space. this chair was also influenced by the reticulated ceilings and walls of japanese homes.</p",Frank Lloyd Wright,"Richland Center, Wisconsin",43.3355111,-90.3854036
226,9002121,avery coonley playhouse: triptych window,frank lloyd wright,frank,lloyd wright,1912,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=23&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/6a9f22b0-505d-402c-9249-f809cce9199e/full/6000,/0/default.jpg",architectural fragment,architecture and design,united states,Whites Grays Blacks,"[u'#fcfdfb', u'#fbf5f5', u'#f6f7f5', u'#898f7f', u'#521d13', u'#f8f8fa', u'#fdf8fc', u'#fafaf5', u'#f8f8f8', u'#edf4f0', u'#453634', u'#20120d']",f,"stained glass (material), glass, wood (plant material), lead glass",prairie school,gallery 200,"stained glass (material), prairie school, glass, glassworking, architecture, geometric, wood (plant material), circles, architectural fragment, lead glass, patterns, interiors, flags",#20120d,Blacks,"<p>this colorful, whimsical triptych window is from the avery coonley playhouse, a small structure that frank lloyd wright designed as an addition to the coonleys suburban chicago estate, which he had previously completed in 1908. louis sullivans foremost student, wright continued his teachers search for an indigenous american architecture. like sullivan, wright drew inspiration from nature and natural forms, and both men were pioneers of the prairie school of architecture, characterized by low-slung, horizontal lines and rambling, open spaces that reflect the gently rolling landscape of the midwest. odes to the middle-class american family at the turn of the century, wrights residences are organic, designed not only to adapt to a familys changing structure but also to contain the sense of a unified and harmonious whole. every detail of the coonley complex, like all of wrights projects, bore his personal imprint, down to the creation and pla",Frank Lloyd Wright,"Richland Center, Wisconsin",43.3355111,-90.3854036
227,9002145,spindle cube chair,frank lloyd wright,frank,lloyd wright,1902,20,http://data-aggregator-lb-v1-1312266121.us-east-2.elb.amazonaws.com/api/v1/artworks?page=24&limit=100,"https://lakeimagesweb.artic.edu/iiif/2/0934f726-f205-724b-dbd3-3ac261ad5219/full/6000,/0/default.jpg",chair,american art,united states,Whites Reds Blacks Grays,"[u'#fdfdfd', u'#fbfbfb', u'#f7f5f5', u'#784f38', u'#4b2711', u'#fefefe', u'#fcfcfb', u'#fafafa', u'#f8f8f8', u'#f7fcfd', u'#eae6e5', u'#977663']",f,"poplar (wood), leather",20th century,gallery 179,"woodworking, chair, furniture, chicago, poplar (wood), 20th century, leather, chairs",#784f38,Reds,"<p>this elegant spindle cube chair is an early example from frank lloyd wrights home and studio. in 1889 wright built a house for his young family on forest avenue in oak park, a new suburb just west of chicago; ten years later, he opened an attached studio and designed it and the homes interior in accordance with his philosophy of simplicity and integrity of materials. among his furniture experiments were heavy, solid cube chairs. by the first decade of the twentieth century, wright had refined his early design into that of this chair, adding spindles, a subtly tapering crest rail, and gently curving leg ends to produce an effect that is equal parts sophistication and simplicity. the spindles themselves were a legacy of william morrisinspired ladder-back dining chairs, as well as the arts and crafts approach of contrasting positive and negative space. this chair was also influenced by the reticulated ceilings and walls of japanese homes.</p",Frank Lloyd Wright,"Richland Center, Wisconsin",43.3355111,-90.3854036
